[2025-07-21 21:42:14,749] 148 numexpr.utils - INFO - Note: NumExpr detected 12 cores but "NUMEXPR_MAX_THREADS" not set, so enforcing safe limit of 8.
[2025-07-21 21:42:14,749] 160 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[2025-07-21 21:42:18,692] 1025 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"
[2025-07-21 21:42:18,703] 107 dagshub - INFO - Accessing as Abhinaytechie
[2025-07-21 21:42:19,111] 1025 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/repos/Abhinaytechie/network-security "HTTP/1.1 200 OK"
[2025-07-21 21:42:19,462] 1025 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"
[2025-07-21 21:42:19,464] 107 dagshub - INFO - Initialized MLflow to track repo "Abhinaytechie/network-security"
[2025-07-21 21:42:19,476] 107 dagshub - INFO - Repository Abhinaytechie/network-security initialized!
[2025-07-21 21:42:27,852] 40 root - INFO - Start data Ingestion
[2025-07-21 21:42:29,955] 58 root - INFO - Performed train test split on the dataframe
[2025-07-21 21:42:29,955] 60 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[2025-07-21 21:42:29,956] 68 root - INFO - Exporting train and test file path.
[2025-07-21 21:42:30,066] 77 root - INFO - Exported train and test file path.
[2025-07-21 21:42:30,067] 43 root - INFO - Data Ingestion completed and artifact: DataIngestionArtifact(trained_file_path='Artifacts\\07_21_2025_21_42_14\\data_ingestion\\ingested\\train.csv', test_file_path='Artifacts\\07_21_2025_21_42_14\\data_ingestion\\ingested\\test.csv')
[2025-07-21 21:42:30,079] 56 root - INFO - Initiate the data Validation
[2025-07-21 21:42:30,128] 33 root - INFO - Reuired number of columns:2
[2025-07-21 21:42:30,128] 34 root - INFO - Data frame has columns:31
[2025-07-21 21:42:30,128] 33 root - INFO - Reuired number of columns:2
[2025-07-21 21:42:30,128] 34 root - INFO - Data frame has columns:31
[2025-07-21 21:42:30,294] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[2025-07-21 21:42:30,294] 65 root - INFO - Starting data transformation
[2025-07-21 21:42:30,318] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[2025-07-21 21:42:30,318] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[2025-07-21 21:42:30,340] 46 root - INFO - Entered the save_object method of MainUtils class
[2025-07-21 21:42:30,343] 50 root - INFO - Exited the save_object method of MainUtils class
[2025-07-21 21:42:30,343] 46 root - INFO - Entered the save_object method of MainUtils class
[2025-07-21 21:42:30,346] 50 root - INFO - Exited the save_object method of MainUtils class
[2025-07-21 21:46:26,463] 46 root - INFO - Entered the save_object method of MainUtils class
[2025-07-21 21:46:26,464] 50 root - INFO - Exited the save_object method of MainUtils class
[2025-07-21 21:46:26,464] 46 root - INFO - Entered the save_object method of MainUtils class
[2025-07-21 21:46:26,470] 50 root - INFO - Exited the save_object method of MainUtils class
[2025-07-21 21:46:26,470] 136 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\07_21_2025_21_42_14\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9897771416888161, precision_score=0.9885644272003268, recall_score=0.990992835209826), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.978806907378336, precision_score=0.9772727272727273, recall_score=0.9803459119496856))
[2025-07-21 21:46:27,370] 679 huggingface_hub.repository - WARNING - Cloning https://huggingface.co/Abhinaytechie/network-security into local empty directory.
[2025-07-21 21:46:31,826] 118 root - ERROR - \u274c Failed to upload model/preprocessor to Hugging Face
